,MonthlyRevenue,MonthlyMinutes,TotalRecurringCharge,DirectorAssistedCalls,OverageMinutes,RoamingCalls,PercChangeMinutes,PercChangeRevenues,DroppedCalls,BlockedCalls,UnsweredCalls,CustomerCareCalls,ThreewayCalls,ReceivedCalls,OutboundCalls,InboundCalls,PeakCallsInOut,OffPeakCallsInOut,DroppedBlockedCalls,CallForwardingCalls,CallWaitingCalls,MonthsInService,UniqueSubs,ActiveSubs,Handsets,HandsetModels,CurrentEquipmentDays,AgeHH1,AgeHH2,ChildrenInHH,HandsetRefurbished,HandsetWebCapable,TruckOwner,RVOwner,Homeownership,BuysViaMailOrder,RespondsToMailOffers,OptOutMailings,NonUSTravel,OwnsComputer,HasCreditCard,RetentionCalls,RetentionOffersAccepted,NewCellphoneUser,NotNewCellphoneUser,ReferralsMadeBySubscriber,IncomeGroup,OwnsMotorcycle,AdjustmentsToCreditRating,HandsetPrice,MadeCallToRetentionTeam,CreditRating,MaritalStatus,Churn,PrizmCode_Other,PrizmCode_Rural,PrizmCode_Suburban,PrizmCode_Town,Occupation_Clerical,Occupation_Crafts,Occupation_Homemaker,Occupation_Other,Occupation_Professiol,Occupation_Retired,Occupation_Self,Occupation_Student
0,0.047351873626092736,0.05924718032341351,0.08866995073891626,0.0015684798293493947,0.0004389815627743635,0.0,0.48311367380560133,0.4271356783919598,0.06614552014431749,0.002073255010366275,0.03015226895823911,0.13185530921820304,0.0,0.05062397860644778,0.04494174218605511,0.020307513780098638,0.09930861093651791,0.06767669549060244,0.0603310197544047,0.0,0.012637362637362636,0.2641509433962264,0.0,0.1111111111111111,0.16666666666666666,0.0,0.1772673733804476,0.5918367346938775,0.5918367346938775,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.2857142857142857,0.0,0.835,1.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0
1,0.06518071673227341,0.0233727408615301,0.12561576354679804,0.0,0.0,0.0,0.5037067545304778,0.4150753768844221,0.001803968731208659,0.002073255010366275,0.0055781697572742355,0.0,0.0,0.00857970583865696,0.01109672646569262,0.00667246881346098,0.01967316153362665,0.015221896662617024,0.003737319807794981,0.0,0.0,0.3018867924528302,0.0,0.1111111111111111,0.05555555555555555,0.0,0.38987043580683156,0.2857142857142857,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,0.0,0.0,0.14285714285714285,0.0,0.835,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0
2,0.062368999539900834,0.11387416768582688,0.13793103448275862,0.004642700294874208,0.0021949078138718174,0.0,0.5119439868204283,0.42504831851565517,0.028262176788935656,0.043538355217691775,0.09347203377054124,0.0851808634772462,0.0,0.07372604367850245,0.06658035879415572,0.02901073397156948,0.07146448774355751,0.08454227113556778,0.0587293112653497,0.0,0.01813186813186813,0.018867924528301886,0.0,0.1111111111111111,0.05555555555555555,0.0,0.10895170789163722,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24489795918367346,0.0,0.334,[[3.668399e-22]],0.0,0,0,1,0,0,0,0,1,0,0,0,0
3,0.05068759265886203,0.048647914118766136,0.13793103448275862,0.0,0.0,0.0,0.5028830313014827,0.42705836876691144,0.006013229104028863,0.027643400138217002,0.015076134479119555,0.0,0.0,0.047355519239340366,0.06047715923802478,0.08703220191470845,0.05700817096165933,0.06839133852640607,0.026695141484249865,0.0,0.003846153846153846,0.3018867924528302,0.3333333333333333,0.4444444444444444,0.05555555555555555,0.1111111111111111,0.008244994110718492,0.5306122448979592,0.5102040816326531,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.2857142857142857,0.0,0.835,1.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0
4,0.08577015490005624,0.17339312406576982,0.1625615763546798,0.029487420791768623,0.0,0.0,0.4674629324546952,0.42721298801700813,0.034275405892964524,0.13614374568071874,0.07492838836122419,0.25670945157526254,0.0,0.05006685485069084,0.404475679674496,0.026109660574412535,0.1349465744814582,0.14628742942900022,0.1350774159103043,0.0,0.012637362637362636,0.22641509433962265,0.1111111111111111,0.2222222222222222,0.05555555555555555,0.1111111111111111,0.15312131919905772,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04081632653061224,0.0,0.334,[[0.]],0.0,1,0,0,0,0,0,0,1,0,0,0,0
5,0.06167885077450029,0.05571409158853105,0.15024630541871922,0.0,0.0052677787532923615,0.0,0.4670510708401977,0.4293003478933127,0.013830426939266383,0.002073255010366275,0.012060907583295644,0.0,0.01627906976744186,0.0,0.00184945441094877,0.0,0.01571338780641106,0.007646680483098692,0.014415376401494928,0.0,0.0,0.018867924528301886,0.0,0.1111111111111111,0.0,0.0,0.11896348645465253,0.5918367346938775,0.5510204081632653,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,[[0.22862074]],0.0,0.835,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
6,0.0816548233730382,0.06984644652806088,0.15024630541871922,0.017065060543321416,0.0,0.0,0.5045304777594728,0.42984151526865094,0.001803968731208659,0.015894955079474776,0.007990351273933364,0.0035005834305717617,0.0,0.010585351359381963,0.014240798964305528,0.013635044966637658,0.01697045883092395,0.011934538697920388,0.014415376401494928,0.0,0.0,0.5283018867924528,0.0,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.04770318021201413,0.24489795918367346,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.1836734693877551,0.0,0.167,[[2.7525573e-07]],0.0,0,0,1,0,0,0,0,1,0,0,0,0
7,0.03725525279893666,0.02214974860714771,0.06896551724137931,0.0,0.0,0.0034578146611341635,0.5049423393739704,0.41074603788171626,0.030066145520144315,0.0,0.006482737826021408,0.0,0.0,0.007056900906254642,0.00554836323284631,0.0,0.024072910119421746,0.035732151790180806,0.026695141484249865,0.0,0.0016483516483516484,0.3584905660377358,0.0,0.1111111111111111,0.05555555555555555,0.1111111111111111,0.013545347467608953,0.3469387755102041,0.3673469387755102,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.835,1.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0
8,0.08047901436531875,0.07310775920641391,0.11330049261083744,0.006211180124223603,0.03204565408252853,0.0,0.5564250411861614,0.46609972941631234,0.04209260372820204,0.029716655148583276,0.059852253882104633,0.0,0.0069767441860465115,0.05727232209181399,0.05122988718328093,0.028140411952422395,0.08843494657448145,0.13506753376688344,0.0603310197544047,0.0,0.03131868131868132,0.09433962264150944,0.2222222222222222,0.3333333333333333,0.0,0.0,0.1978798586572438,0.4489795918367347,0.5918367346938775,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,[[0.10845305]],0.0,0.835,1.0,1.0,0,0,1,0,0,0,0,0,1,0,0,0
9,0.0909334901078677,0.07188476695203153,0.1625615763546798,0.007779659953572998,0.0,0.0,0.49093904448105435,0.4162350212601469,0.022248947684906796,0.006910850034554251,0.014020805065581187,0.058343057176196034,0.0,0.027336205615807456,0.02589236175328278,0.013635044966637658,0.061596480201131364,0.05023940541699421,0.025093432995194873,0.0,0.00934065934065934,0.2641509433962264,0.0,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.11248527679623085,0.3877551020408163,0.3673469387755102,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.2857142857142857,0.0,0.668,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0
10,0.0743699197382547,0.19445576844679985,0.13793103448275862,0.004642700294874208,0.012291483757682178,0.0,0.5671334431630972,0.43231542327019706,0.07215874924834635,0.013821700069108501,0.17443087592341325,0.058343057176196034,0.06976744186046512,0.07714306938047838,0.1614573700758276,0.037713954163040325,0.11081081081081082,0.17172872150360896,0.07474639615589962,0.0,0.03131868131868132,0.05660377358490566,0.0,0.1111111111111111,0.0,0.0,0.15312131919905772,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[[0.363123]],0.0,0.668,[[0.]],0.0,1,0,0,0,0,0,0,1,0,0,0,0
11,0.07642758550176372,0.053811659192825115,0.13793103448275862,0.0,0.0,0.0,0.51832784184514,0.42659451101662155,0.028262176788935656,0.002073255010366275,0.043268505955073124,0.0,0.0069767441860465115,0.031013222403803296,0.09432217495838727,0.04554685233536408,0.06015084852294155,0.019295361966697636,0.026695141484249865,0.0,0.0016483516483516484,0.18867924528301888,0.1111111111111111,0.2222222222222222,0.0,0.0,0.29093050647820967,0.2653061224489796,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,[[0.13891104]],0.0,0.668,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0
12,0.022826031388988293,0.04783258594917788,0.03940886699507389,0.0,0.0030728709394205445,0.0,0.49855848434925865,0.42574410514109,0.04028863499699338,0.011748445058742226,0.016131463892657922,0.0,0.0,0.04809835091368296,0.0900684298132051,0.08703220191470845,0.04167190446260213,0.053598227685271206,0.04431393486385478,0.0,0.0016483516483516484,0.22641509433962265,0.1111111111111111,0.2222222222222222,0.05555555555555555,0.1111111111111111,0.2067137809187279,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04081632653061224,0.0,0.668,[[2.3198049e-17]],1.0,0,0,0,1,0,0,0,1,0,0,0,0
13,0.052285159245437356,0.03247723875526566,0.09359605911330049,0.017065060543321416,0.0,0.00760719225449516,0.5092668863261944,0.4258987243911867,0.012026458208057726,0.011748445058742226,0.011608623548922057,0.0,0.0,0.029156143217946812,0.04068799704087294,0.028140411952422395,0.03708359522313011,0.031444293575359106,0.019754404698344902,0.0,0.0071428571428571435,0.5471698113207547,0.1111111111111111,0.2222222222222222,0.05555555555555555,0.1111111111111111,0.3651354534746761,0.4489795918367347,0.40816326530612246,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.04081632653061224,0.0,1.0,[[1.]],0.0,0,0,1,0,0,0,0,1,0,0,0,0
14,0.12584990542405808,0.05449109933414866,0.10837438423645321,0.004642700294874208,0.06760316066725197,0.0,0.4944398682042834,0.3873985311171241,0.02585688514732411,0.0,0.0010553294135383687,0.008168028004667444,0.0,0.015302332491457436,0.037543924542260035,0.015375689004931825,0.041043368950345695,0.017151432859286785,0.02295782167645488,0.0,0.0,0.2641509433962264,0.1111111111111111,0.2222222222222222,0.05555555555555555,0.1111111111111111,0.2826855123674912,0.32653061224489793,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.1111111111111111,0.0,0.0,0.0,0.0,0.501,[[0.01411062]],0.0,1,0,0,0,0,0,0,1,0,0,0,0
15,0.057998057359030734,0.043484169044707165,0.11330049261083744,0.015559319907145996,0.015803336259877086,0.0,0.5370675453047776,0.44367993815229995,0.012026458208057726,0.015894955079474776,0.011608623548922057,0.0,0.01627906976744186,0.023770613578963005,0.01109672646569262,0.004931824775166811,0.03815210559396606,0.025226899163867646,0.02295782167645488,0.0,0.0,0.11320754716981132,0.0,0.1111111111111111,0.0,0.0,0.21201413427561838,0.30612244897959184,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[[0.24544212]],0.0,0.835,[[3.6603173e-12]],1.0,0,0,1,0,0,0,0,1,0,0,0,0
